         3576813 function calls (3520281 primitive calls) in 30.587 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2719(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
       11    0.000    0.000    0.000    0.000 linalg.py:218(_isEmpty2d)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1551(enablePackrat)
        2    0.000    0.000    0.000    0.000 scale.py:212(__init__)
       48    0.000    0.000    0.000    0.000 backend_agg.py:299(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 backend_bases.py:253(RendererBase)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        4    0.000    0.000    0.000    0.000 {posix.pipe}
        2    0.000    0.000    0.000    0.000 {_ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 config.py:75(update)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        2    0.000    0.000    0.001    0.001 _base.py:1841(add_patch)
        1    0.000    0.000    0.000    0.000 test_slicing.py:268(TestFieldNames)
        1    0.000    0.000    0.000    0.000 static_binop.py:1(<module>)
       13    0.000    0.000    0.000    0.000 inspect.py:59(isclass)
       18    0.000    0.000    0.000    0.000 builder.py:19(wrap)
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       26    0.000    0.000    0.000    0.000 collections.py:883(set_paths)
        2    0.000    0.000    0.004    0.002 _base.py:3317(set_yscale)
       25    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       35    0.000    0.000    0.000    0.000 artist.py:935(get_zorder)
        1    0.000    0.000    0.000    0.000 _tukeylambda_stats.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mathtext.py:2581(main)
        4    0.000    0.000    0.000    0.000 _pylab_helpers.py:98(has_fignum)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        8    0.000    0.000    0.000    0.000 subprocess.py:842(_set_cloexec_flag)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:27(format_list)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 test_group.py:810(TestCopy)
        1    0.000    0.000    0.000    0.000 common.py:3(<module>)
        7    0.000    0.000    0.000    0.000 _version.py:114(_compare)
        1    0.000    0.000    0.000    0.000 realtransforms.py:3(<module>)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:3(<module>)
        3    0.000    0.000    0.000    0.000 axis.py:2162(set_label_position)
        7    0.000    0.000    0.056    0.008 pyplot.py:944(gca)
        1    0.000    0.000    0.000    0.000 _iotools.py:489(StringConverter)
        4    0.000    0.000    0.000    0.000 weakref.py:483(update)
        8    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 itanium_mangler.py:29(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:790(_get_handles)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3913(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:130(<dictcomp>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1161(__init__)
       19    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        1    0.000    0.000    0.000    0.000 descriptors.py:3(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:628(Axis)
        1    0.000    0.000    0.000    0.000 rrule.py:1281(rruleset)
        1    0.000    0.000    0.000    0.000 test_threads.py:12(<module>)
        1    0.000    0.000    0.000    0.000 test_file.py:12(<module>)
       80    0.000    0.000    0.000    0.000 docstring.py:100(copy)
       75    0.000    0.000    0.000    0.000 abstract.py:107(__repr__)
        6    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        8    0.000    0.000    0.000    0.000 rcsetup.py:236(validate_fonttype)
        4    0.000    0.000    0.000    0.000 figure.py:74(__init__)
       79    0.000    0.000    0.000    0.000 registry.py:7(register)
       11    0.000    0.000    0.000    0.000 types.py:207(__new__)
        1    0.000    0.000    0.000    0.000 test_dims_dimensionproxy.py:12(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
       25    0.000    0.000    0.001    0.000 doccer.py:173(decorate)
        6    0.000    0.000    0.000    0.000 decimal.py:514(__new__)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
       84    0.000    0.000    0.000    0.000 version.py:273(<lambda>)
        9    0.000    0.000    0.056    0.006 figure.py:1580(gca)
        1    0.000    0.000    0.000    0.000 bsplines.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        4    0.000    0.000    0.000    0.000 Tkinter.py:878(winfo_pointerxy)
        1    0.000    0.000    0.000    0.000 main.py:34(Main)
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
       11    0.000    0.000    0.000    0.000 __init__.py:25(get_projection_class)
       67    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        6    0.000    0.000    0.000    0.000 scimath.py:176(sqrt)
       25    0.000    0.000    0.000    0.000 core.py:59(is_style_file)
       14    0.000    0.000    0.000    0.000 __init__.py:2506(__init__)
        2    0.000    0.000    0.109    0.054 pyplot.py:2190(colorbar)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        5    0.000    0.000    0.000    0.000 posixpath.py:97(splitext)
        1    0.000    0.000    0.000    0.000 parser.py:1185(_tzparser)
        2    0.000    0.000    0.003    0.002 platform.py:1295(machine)
       19    0.000    0.000    0.000    0.000 text.py:1080(set_fontsize)
        1    0.000    0.000    0.000    0.000 singledispatch.py:158(singledispatch)
       61    0.000    0.000    0.000    0.000 mathtext.py:1379(shrink)
        2    0.000    0.000    0.000    0.000 colorbar.py:359(config_axis)
        3    0.000    0.000    0.000    0.000 axis.py:2229(set_offset_position)
        4    0.000    0.000    0.000    0.000 ufunclike.py:20(func)
        2    0.000    0.000    0.001    0.000 tempfile.py:124(rng)
       14    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
        7    0.000    0.000    0.000    0.000 __init__.py:101(__init__)
        1    0.000    0.000    0.000    0.000 initfini.py:63(_version_info)
       16    0.000    0.000    0.000    0.000 scale.py:536(get_scale_names)
       20    0.000    0.000    0.000    0.000 transforms.py:2218(_get_has_inverse)
        1    0.000    0.000    0.000    0.000 fir_filter_design.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        3    0.000    0.000    0.000    0.000 warnings.py:96(simplefilter)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
       22    0.000    0.000    0.000    0.000 {method 'partition' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:1457(__init__)
       27    0.000    0.000    0.000    0.000 case.py:70(skipIf)
        1    0.000    0.000    0.000    0.000 dataset.py:186(Dataset)
        1    0.000    0.000    0.000    0.000 smartarray.py:41(SmartArray)
       29    0.000    0.000    0.000    0.000 {function __getitem__ at 0x7f3296c9ded8}
        2    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:17(__enter__)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:4(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:107(FigureCanvasTkAgg)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        4    0.000    0.000    0.000    0.000 extending.py:51(overload)
       43    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        1    0.000    0.000    0.005    0.005 colors.py:813(_init)
        9    0.000    0.000    0.000    0.000 values.py:115(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:502(cast)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3076(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:833(Unpickler)
       13    0.000    0.000    0.000    0.000 case.py:78(skipUnless)
        4    0.000    0.000    0.000    0.000 colorbar.py:465(_set_label)
       64    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4428(delimitedList)
        1    0.000    0.000    0.000    0.000 mathtext.py:647(BakomaFonts)
        4    0.000    0.000    0.000    0.000 subprocess.py:855(pipe_cloexec)
        1    0.000    0.000    0.000    0.000 main.py:523(getL)
        3    0.000    0.000    0.000    0.000 axis.py:2264(set_ticks_position)
       13    0.000    0.000    0.000    0.000 mathtext.py:113(__init__)
        6    0.000    0.000    0.000    0.000 iterators.py:24(__init__)
       23    0.000    0.000    0.000    0.000 UserDict.py:43(clear)
       54    0.000    0.000    0.000    0.000 __init__.py:78(_is_sunder)
        1    0.000    0.000    0.000    0.000 _plotutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        1    0.000    0.000    0.000    0.000 highlevel.py:17(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:283(__init__)
        4    0.000    0.000    0.000    0.000 Tkinter.py:2225(__init__)
        6    0.000    0.000    0.000    0.000 text.py:1084(set_weight)
        1    0.000    0.000    0.003    0.003 pyplot.py:1275(subplots_adjust)
        1    0.000    0.000    0.000    0.000 __init__.py:19(pylab_setup)
        1    0.000    0.000    0.000    0.000 codegen.py:61(CodeLibrary)
       35    0.000    0.000    0.000    0.000 pyparsing.py:3995(__str__)
       16    0.000    0.000    0.000    0.000 utils.py:407(_not_op_and_not_eq)
       12    0.000    0.000    0.000    0.000 random.py:275(choice)
        6    0.000    0.000    0.000    0.000 __init__.py:94(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:1(_CompileResult)
        2    0.000    0.000    0.000    0.000 axis.py:2356(set_view_interval)
        3    0.000    0.000    0.000    0.000 pyplot.py:546(make_active)
        4    0.000    0.000    0.000    0.000 figure.py:447(set_tight_layout)
        3    0.000    0.000    0.000    0.000 pyplot.py:611(get_current_fig_manager)
       44    0.000    0.000    0.000    0.000 scale.py:66(__init__)
       79    0.000    0.000    0.000    0.000 docstring.py:121(copy_dedent)
        1    0.000    0.000    0.000    0.000 artist.py:74(Artist)
        4    0.000    0.000    0.000    0.000 Tkinter.py:2342(delete)
        8    0.000    0.000    0.000    0.000 core.py:8029(getdoc)
       18    0.000    0.000    0.000    0.000 core.py:988(__init__)
       58    0.000    0.000    0.000    0.000 mathtext.py:790(_map_virtual_font)
        1    0.000    0.000    0.000    0.000 numerictypes.py:380(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        2    0.000    0.000    0.000    0.000 extending.py:17(type_callable)
        1    0.000    0.000    0.000    0.000 {unicodedata.name}
        1    0.000    0.000    0.000    0.000 filters.py:39(<module>)
       13    0.000    0.000    0.000    0.000 mathtext.py:516(get_used_characters)
        3    0.000    0.000    0.000    0.000 _pylab_helpers.py:105(get_all_fig_managers)
        1    0.000    0.000    0.000    0.000 interpolation.py:31(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:57(_ensure_llvm)
        1    0.000    0.000    0.000    0.000 {time.localtime}
        7    0.000    0.000    0.000    0.000 cm.py:375(check_update)
        1    0.000    0.000    0.000    0.000 pathlib2.py:535(_NormalAccessor)
       38    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4868(<genexpr>)
        4    0.000    0.000    0.000    0.000 figure.py:1574(_set_artist_props)
        4    0.000    0.000    0.000    0.000 rcsetup.py:318(__call__)
       61    0.000    0.000    0.000    0.000 artist.py:735(get_clip_path)
        8    0.000    0.000    0.000    0.000 markers.py:366(_half_fill)
        4    0.000    0.000    0.000    0.000 gridspec.py:302(__init__)
       26    0.000    0.000    0.000    0.000 windowing.py:23(SetForegroundWindow)
       11    0.000    0.000    0.000    0.000 Tkinter.py:2826(__init__)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1904(makeOptionalList)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:500(validate_ps_distiller)
       14    0.000    0.000    0.000    0.000 core.py:224(_get_dtype_of)
        2    0.000    0.000    0.001    0.001 pyparsing.py:4741(srange)
        1    0.000    0.000    0.000    0.000 dataflow.py:11(DataFlowAnalysis)
       11    0.000    0.000    0.000    0.000 mathtext.py:2835(is_overunder)
        1    0.000    0.000    0.001    0.001 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:2858(_apply_env_variables)
        4    0.000    0.000    0.000    0.000 containers.py:192(__init__)
        8    0.000    0.000    0.001    0.000 Tkinter.py:2317(create_image)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
       26    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {math.exp}
        1    0.000    0.000    0.000    0.000 {unicodedata.category}
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
       10    0.000    0.000    0.000    0.000 _multivariate.py:184(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:520(finalize)
        3    0.000    0.000    0.000    0.000 pyplot.py:680(draw)
       33    0.000    0.000    0.000    0.000 posixpath.py:52(isabs)
        4    0.000    0.000    0.000    0.000 six.py:89(__get__)
        5    0.000    0.000    0.000    0.000 iterative.py:62(combine)
       18    0.000    0.000    0.000    0.000 data.py:125(_create_method)
        2    0.000    0.000    0.000    0.000 colorbar.py:472(set_label)
       24    0.000    0.000    0.000    0.000 transforms.py:1745(_get_has_inverse)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        2    0.000    0.000    0.006    0.003 contour.py:1243(_process_colors)
       56    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {matplotlib.backends._tkagg.tkinit}
       51    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        2    0.000    0.000    0.006    0.003 decoder.py:359(decode)
       54    0.000    0.000    0.000    0.000 docstring.py:84(__init__)
        8    0.000    0.000    0.000    0.000 path.py:718(unit_circle)
       22    0.000    0.000    0.000    0.000 stat.py:55(S_ISLNK)
        9    0.000    0.000    0.000    0.000 text.py:489(update_bbox_position_size)
       15    0.000    0.000    0.000    0.000 pyparsing.py:2729(charsAsStr)
        4    0.000    0.000    0.101    0.025 Tkinter.py:1650(wm_deiconify)
        4    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        8    0.000    0.000    0.005    0.001 typeconv.py:78(promote_unsafe)
        7    0.000    0.000    0.000    0.000 _axes.py:199(set_xlabel)
        1    0.000    0.000    0.000    0.000 subprocess32.py:715(Popen)
       79    0.000    0.000    0.000    0.000 npydecl.py:309(typing_class)
       13    0.000    0.000    0.000    0.000 npydecl.py:391(<genexpr>)
       13    0.000    0.000    0.000    0.000 figure.py:441(get_tight_layout)
        1    0.000    0.000    0.000    0.000 tempfile.py:235(_mkstemp_inner)
       12    0.000    0.000    0.000    0.000 core.py:1813(_check_mask_axis)
        1    0.000    0.000    0.000    0.000 test_file.py:187(TestDrivers)
        3    0.000    0.000    0.000    0.000 __init__.py:669(_get_data_path_cached)
        2    0.000    0.000    0.000    0.000 __init__.py:518(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 lil.py:19(lil_matrix)
        2    0.000    0.000    0.000    0.000 colors.py:559(_set_extremes)
        2    0.000    0.000    0.000    0.000 core.py:4484(ravel)
        5    0.000    0.000    0.000    0.000 ticker.py:869(__init__)
        4    0.000    0.000    0.000    0.000 rcsetup.py:591(validate_hinting)
        1    0.000    0.000    0.000    0.000 compressed.py:22(_cs_matrix)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
       21    0.000    0.000    0.013    0.001 castgraph.py:134(unsafe)
        1    0.000    0.000    0.000    0.000 fractions.py:44(Fraction)
       10    0.000    0.000    0.000    0.000 Tkinter.py:1779(wm_title)
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
      106    0.000    0.000    0.000    0.000 artist.py:296(is_transform_set)
        1    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.generic' objects}
      118    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
       67    0.000    0.000    0.000    0.000 templates.py:654(Template)
        4    0.000    0.000    0.000    0.000 scale.py:278(limit_range_for_scale)
       13    0.000    0.000    0.000    0.000 rcsetup.py:193(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 test_base.py:47(TestRepr)
       11    0.000    0.000    0.000    0.000 mathtext.py:2847(is_slanted)
       45    0.000    0.000    0.000    0.000 decorator.py:59(__iter__)
        1    0.000    0.000    0.000    0.000 io.py:1(<module>)
        4    0.000    0.000    0.000    0.000 types.py:79(__call__)
        1    0.000    0.000    0.000    0.000 npydecl.py:400(register_number_classes)
       11    0.000    0.000    0.000    0.000 gridspec.py:72(set_height_ratios)
       10    0.000    0.000    0.000    0.000 doccer.py:187(unindent_string)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4246(postParse)
        4    0.000    0.000    0.000    0.000 ticker.py:214(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_construct_char_code_lookup)
        4    0.000    0.000    0.000    0.000 __init__.py:211(_is_writable_dir)
        4    0.000    0.000    0.000    0.000 transforms.py:1291(__ne__)
       17    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
        5    0.000    0.000    0.000    0.000 _abcoll.py:83(__subclasshook__)
        1    0.000    0.000    0.000    0.000 radau.py:180(Radau)
        1    0.000    0.000    0.000    0.000 _distr_params.py:3(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6256(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        7    0.000    0.000    0.000    0.000 pyparsing.py:2023(suppress)
       44    0.000    0.000    0.000    0.000 builtins.py:135(<genexpr>)
        3    0.000    0.000    0.000    0.000 doccer.py:116(_doc)
        1    0.000    0.000    0.000    0.000 array_analysis.py:825(ArrayAnalysis)
        3    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 <string>:1(_H5PY_VERSION_CLS)
        8    0.000    0.000    0.000    0.000 version.py:263(__init__)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        9    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
        1    0.000    0.000    0.000    0.000 threading.py:647(__init__)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        1    0.000    0.000    0.000    0.000 files.py:140(File)
       22    0.000    0.000    0.000    0.000 decorator.py:219(<genexpr>)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       16    0.000    0.000    0.000    0.000 _base.py:2798(xaxis_inverted)
        9    0.000    0.000    0.000    0.000 registry.py:41(register)
        5    0.000    0.000    0.004    0.001 six.py:114(_resolve)
        8    0.000    0.000    0.000    0.000 Tkinter.py:1788(wm_withdraw)
       36    0.000    0.000    0.000    0.000 imputils.py:46(lower_getattr)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2223(Canvas)
       13    0.000    0.000    0.000    0.000 figure.py:849(fixitems)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:370(__init__)
        1    0.000    0.000    0.000    0.000 wavelets.py:1(<module>)
        9    0.000    0.000    0.000    0.000 string.py:310(join)
        1    0.000    0.000    0.000    0.000 <string>:1(Status)
        1    0.000    0.000    0.000    0.000 {numba._dispatcher.typeof_init}
        5    0.000    0.000    0.000    0.000 genericpath.py:93(_splitext)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.000    0.000 builtins.py:292(BitwiseInvert)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
       13    0.000    0.000    0.000    0.000 figure.py:104(<dictcomp>)
       37    0.000    0.000    0.000    0.000 __init__.py:169(<genexpr>)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        6    0.000    0.000    0.000    0.000 widgets.py:124(connect_event)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3346(And)
        2    0.000    0.000    0.006    0.003 __init__.py:294(loads)
        1    0.000    0.000    0.000    0.000 setobj.py:94(_SetPayload)
        5    0.000    0.000    0.000    0.000 backend_bases.py:2297(set_window_title)
        1    0.000    0.000    0.000    0.000 pyparsing.py:410(__delitem__)
        4    0.000    0.000    0.000    0.000 __init__.py:724(gen_candidates)
        1    0.000    0.000    0.000    0.000 waveforms.py:7(<module>)
       26    0.000    0.000    0.000    0.000 windowing.py:21(GetForegroundWindow)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1855(__mul__)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        4    0.000    0.000    0.000    0.000 utils.py:259(__setitem__)
        8    0.000    0.000    0.000    0.000 core.py:2541(_arraymethod)
       16    0.000    0.000    0.000    0.000 _subplots.py:101(get_subplotspec)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 caching.py:691(make_library_cache)
        4    0.000    0.000    0.000    0.000 pyplot.py:599(get_fignums)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1584(MouseEvent)
        1    0.000    0.000    0.000    0.000 test_group.py:462(TestAdditionalMappingFuncs)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:39(InlineClosureCallPass)
        3    0.000    0.000    0.000    0.000 os.py:512(getenv)
       22    0.000    0.000    0.000    0.000 patches.py:925(get_path)
       11    0.000    0.000    0.000    0.000 mathtext.py:631(get_underline_thickness)
        1    0.000    0.000    0.000    0.000 api.py:21(FFI)
        1    0.000    0.000    0.000    0.000 Tkinter.py:1590(Wm)
        1    0.000    0.000    0.000    0.000 backend_managers.py:46(ToolManager)
        1    0.000    0.000    0.000    0.000 utils.py:5(<module>)
       22    0.000    0.000    0.000    0.000 axis.py:729(unit_data)
        4    0.000    0.000    0.000    0.000 ticker.py:219(get_view_interval)
       52    0.000    0.000    0.000    0.000 functions.py:322(key)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
       26    0.000    0.000    0.000    0.000 codecs.py:253(__init__)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
       13    0.000    0.000    0.000    0.000 builder.py:73(wrap)
        4    0.000    0.000    0.000    0.000 ticker.py:245(create_dummy_axis)
        2    0.000    0.000    0.000    0.000 subprocess.py:1028(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
       27    0.000    0.000    0.000    0.000 utf_8.py:15(decode)
        6    0.000    0.000    0.000    0.000 core.py:355(maximum_fill_value)
       26    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 httplib.py:710(HTTPConnection)
      2/1    0.000    0.000   23.117   23.117 Tkinter.py:417(mainloop)
        1    0.000    0.000    0.000    0.000 polar.py:790(PolarAxes)
        1    0.000    0.000    0.000    0.000 registry.py:31(CPUTarget)
        1    0.000    0.000    0.000    0.000 colorbar.py:221(ColorbarBase)
       26    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 subprocess.py:434(__del__)
       59    0.000    0.000    0.000    0.000 sre_parse.py:140(__delitem__)
       27    0.000    0.000    0.000    0.000 Tkinter.py:263(__str__)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        1    0.000    0.000    0.000    0.000 timeit.py:53(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1427(ravel)
        1    0.000    0.000    0.000    0.000 <string>:1(CacheInfo)
       14    0.000    0.000    0.000    0.000 core.py:209(_recursive_fill_value)
        1    0.000    0.000    0.000    0.000 lda.py:37(LDA)
        1    0.000    0.000    0.000    0.000 builtins.py:305(UnaryOp)
        1    0.000    0.000    0.000    0.000 base.py:205(HLObject)
        1    0.000    0.000    0.000    0.000 test_dataset.py:56(TestCreateShape)
       10    0.000    0.000    0.000    0.000 templates.py:631(register_attr)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4803(tokenMap)
        4    0.000    0.000    0.000    0.000 ticker.py:2031(__init__)
        1    0.000    0.000    0.000    0.000 matfuncs.py:349(_ExpmPadeHelper)
        2    0.000    0.000    0.000    0.000 _base.py:1303(set_adjustable)
       14    0.000    0.000    0.000    0.000 numerictypes.py:182(english_capitalize)
        1    0.000    0.000    0.000    0.000 builtins.py:37(Abs)
        2    0.000    0.000    0.000    0.000 __init__.py:607(_get_cachedir)
        1    0.000    0.000    0.000    0.000 builtins.py:62(Range)
        2    0.000    0.000    0.000    0.000 _base.py:3423(set_yticklabels)
        1    0.000    0.000    0.000    0.000 defmatrix.py:174(matrix)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Page)
        2    0.000    0.000    0.000    0.000 colorbar.py:780(_uniform_y)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4759(<lambda>)
        3    0.000    0.000    0.000    0.000 registry.py:95(__init__)
        6    0.000    0.000    0.000    0.000 hashlib.py:100(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 lti_conversion.py:4(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 builtins.py:46(Slice)
       36    0.000    0.000    0.000    0.000 decorator.py:115(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:70(default_lcpl)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        7    0.000    0.000    0.000    0.000 collections.py:739(get_linewidths)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2689(Menu)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
       63    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        4    0.000    0.000    0.000    0.000 text.py:573(set_clip_on)
        2    0.000    0.000    0.000    0.000 __init__.py:1127(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2924(Text)
        1    0.000    0.000    0.000    0.000 traceback.py:272(format_stack)
        1    0.000    0.000    0.000    0.000 attrs.py:30(AttributeManager)
       53    0.000    0.000    0.000    0.000 distance.py:1374(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
       11    0.000    0.000    0.000    0.000 legend_handler.py:61(__init__)
        4    0.000    0.000    0.000    0.000 types.py:217(__new)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1786(MaxNLocator)
        5    0.000    0.000    0.000    0.000 fractions.py:280(_operator_fallbacks)
        1    0.000    0.000    0.001    0.001 quicksort.py:2(<module>)
       21    0.000    0.000    0.000    0.000 singledispatch.py:202(<lambda>)
        1    0.000    0.000    0.000    0.000 spines.py:22(Spine)
        1    0.000    0.000    0.000    0.000 <string>:1(DefaultVerifyPaths)
