         3576813 function calls (3520281 primitive calls) in 30.587 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.002    0.002    0.006    0.006 _internal.py:6(<module>)
        4    0.002    0.000    0.007    0.002 base.py:1(<module>)
      186    0.002    0.000    0.002    0.000 function_base.py:1851(diff)
        1    0.002    0.002    0.016    0.016 __init__.py:634(<module>)
        1    0.002    0.002    0.002    0.002 hashlib.py:56(<module>)
      153    0.002    0.000    0.008    0.000 sre_compile.py:433(_compile_info)
     4426    0.002    0.000    0.002    0.000 artist.py:210(axes)
      744    0.002    0.000    0.002    0.000 backend_agg.py:55(get_hinting_flag)
     2485    0.002    0.000    0.009    0.000 figure.py:54(_stale_figure_callback)
    17737    0.002    0.000    0.002    0.000 abstract.py:88(key)
      217    0.002    0.000    0.002    0.000 figure.py:78(as_list)
        4    0.002    0.000    0.002    0.000 backend_agg.py:86(__init__)
       58    0.002    0.000    0.002    0.000 {method 'load_char' of 'matplotlib.ft2font.FT2Font' objects}
     2506    0.001    0.000    0.003    0.000 __init__.py:1328(is_interactive)
      149    0.001    0.000    0.010    0.000 backend_bases.py:2883(mouse_move)
     1769    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
      390    0.001    0.000    0.002    0.000 contextlib.py:21(__exit__)
       85    0.001    0.000    0.063    0.001 collections.py:248(draw)
      895    0.001    0.000    0.006    0.000 inspect.py:806(getargspec)
     6443    0.001    0.000    0.002    0.000 sre_parse.py:150(append)
        1    0.001    0.001    0.070    0.070 distributions.py:8(<module>)
      284    0.001    0.000    0.004    0.000 ticker.py:1076(__call__)
     1297    0.001    0.000    0.343    0.000 font_manager.py:1462(findfont)
        2    0.001    0.001    0.006    0.003 builtins.py:1(<module>)
      177    0.001    0.000    0.003    0.000 Tkinter.py:437(destroy)
     1483    0.001    0.000    0.014    0.000 __init__.py:795(__setitem__)
    17025    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
      193    0.001    0.000    0.001    0.000 {built-in method deletecommand}
        1    0.001    0.001    0.017    0.017 textpath.py:3(<module>)
      968    0.001    0.000    0.006    0.000 lines.py:1259(_get_rgba_face)
     2204    0.001    0.000    0.004    0.000 backend_bases.py:1087(set_foreground)
    18934    0.001    0.000    0.001    0.000 {thread.get_ident}
     1194    0.001    0.000    0.002    0.000 artist.py:768(_set_gc_clip)
     2495    0.001    0.000    0.005    0.000 pyplot.py:572(_auto_draw_if_interactive)
     1825    0.001    0.000    0.004    0.000 {all}
      234    0.001    0.000    0.025    0.000 axis.py:422(_get_text2)
       64    0.001    0.000    0.006    0.000 colors.py:687(from_list)
     1678    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        1    0.001    0.001    0.002    0.002 npyio.py:1(<module>)
     1593    0.001    0.000    0.002    0.000 fromnumeric.py:1613(shape)
        8    0.001    0.000    0.001    0.000 {method 'readlines' of 'file' objects}
      707    0.001    0.000    0.001    0.000 re.py:208(escape)
     1227    0.001    0.000    0.003    0.000 text.py:1220(set_usetex)
     1925    0.001    0.000    0.001    0.000 core.py:1275(_replace_dtype_fields_recursive)
        1    0.001    0.001    0.007    0.007 __init__.py:172(<module>)
      111    0.001    0.000    0.003    0.000 collections.py:834(set_sizes)
     1293    0.001    0.000    0.006    0.000 {any}
        1    0.001    0.001    0.008    0.008 attrs.py:15(<module>)
     1227    0.001    0.000    0.002    0.000 text.py:960(set_color)
        1    0.001    0.001    0.003    0.003 __init__.py:89(<module>)
      266    0.001    0.000    0.009    0.000 markers.py:716(_set_tickup)
  234/190    0.001    0.000    0.228    0.001 axis.py:1743(_get_tick)
     5588    0.001    0.000    0.001    0.000 {method 'itervalues' of 'dict' objects}
        1    0.001    0.001    0.011    0.011 cpu.py:1(<module>)
      513    0.001    0.000    0.002    0.000 shape_base.py:63(atleast_2d)
        1    0.001    0.001    0.091    0.091 __init__.py:340(<module>)
      491    0.001    0.000    0.003    0.000 transforms.py:2770(__init__)
      234    0.001    0.000    0.007    0.000 _base.py:706(get_xaxis_text1_transform)
      525    0.001    0.000    0.002    0.000 patches.py:669(get_path)
        1    0.001    0.001    0.017    0.017 parfor.py:14(<module>)
      812    0.001    0.000    0.003    0.000 core.py:3954(_delegate_binop)
      456    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
     1849    0.001    0.000    0.016    0.000 transforms.py:1778(transform)
      618    0.001    0.000    0.002    0.000 functools.py:17(update_wrapper)
      480    0.001    0.000    0.015    0.000 markers.py:702(_set_tickleft)
     1890    0.001    0.000    0.002    0.000 transforms.py:1761(__array__)
     3194    0.001    0.000    0.001    0.000 stride_tricks.py:251(<genexpr>)
     1749    0.001    0.000    0.010    0.000 {method 'all' of 'numpy.ndarray' objects}
     5078    0.001    0.000    0.001    0.000 path.py:214(vertices)
      559    0.001    0.000    0.017    0.000 font_manager.py:899(set_fontconfig_pattern)
      418    0.001    0.000    0.011    0.000 sre_compile.py:228(_compile_charset)
      337    0.001    0.000    0.007    0.000 _base.py:813(get_yaxis_text2_transform)
     1194    0.001    0.000    0.017    0.000 backend_bases.py:797(new_gc)
     1744    0.001    0.000    0.002    0.000 lines.py:1141(set_markeredgecolor)
      516    0.001    0.000    0.001    0.000 _weakrefset.py:36(__init__)
       42    0.001    0.000    0.022    0.001 _base.py:2254(autoscale_view)
      322    0.001    0.000    0.004    0.000 axis.py:479(update_position)
       56    0.001    0.000    0.002    0.000 linalg.py:464(inv)
      918    0.001    0.000    0.002    0.000 core.py:3195(_scalar_heuristic)
      230    0.001    0.000    0.001    0.000 {posix.stat}
        1    0.001    0.001    0.001    0.001 rfc822.py:85(Message)
       35    0.001    0.000    1.737    0.050 _base.py:2358(draw)
     1326    0.001    0.000    0.003    0.000 core.py:591(filled)
        1    0.001    0.001    0.008    0.008 __init__.py:236(<module>)
      792    0.001    0.000    0.159    0.000 patches.py:691(get_patch_transform)
       20    0.001    0.000    0.033    0.002 ticker.py:2099(tick_values)
        9    0.001    0.000    0.001    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      155    0.001    0.000    0.001    0.000 backend_bases.py:1557(_update_enter_leave)
      480    0.001    0.000    0.012    0.000 markers.py:708(_set_tickright)
      456    0.001    0.000    0.002    0.000 copy.py:306(_reconstruct)
     5691    0.001    0.000    0.002    0.000 {next}
        3    0.001    0.000    0.001    0.000 {function seed at 0x7f329fed8b90}
      570    0.001    0.000    0.002    0.000 __init__.py:1983(is_math_text)
        1    0.001    0.001    0.001    0.001 {posix.popen}
     1274    0.001    0.000    0.006    0.000 fromnumeric.py:2771(around)
        1    0.001    0.001    0.001    0.001 arpack.py:7(<module>)
        1    0.001    0.001    0.001    0.001 orthogonal.py:72(<module>)
  396/199    0.001    0.000    0.049    0.000 transforms.py:2485(inverted)
     1744    0.001    0.000    0.002    0.000 lines.py:978(set_color)
       72    0.001    0.000    0.002    0.000 function_base.py:25(linspace)
     2670    0.001    0.000    0.001    0.000 colors.py:194(<genexpr>)
1427/1372    0.001    0.000    0.003    0.000 transforms.py:2422(__eq__)
      109    0.001    0.000    0.045    0.000 _distn_infrastructure.py:706(_construct_doc)
      553    0.001    0.000    0.001    0.000 markers.py:217(__nonzero__)
        3    0.001    0.000    0.039    0.013 __init__.py:7(<module>)
        1    0.001    0.001    0.002    0.002 mlab.py:163(<module>)
      337    0.001    0.000    0.003    0.000 axis.py:513(apply_tickdir)
        1    0.001    0.001    0.006    0.006 mathtext.py:16(<module>)
        1    0.001    0.001    0.008    0.008 font_manager.py:21(<module>)
     1871    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      508    0.001    0.000    0.001    0.000 pyparsing.py:1121(__init__)
        1    0.001    0.001    0.001    0.001 ufuncbuilder.py:2(<module>)
      256    0.001    0.000    0.001    0.000 ticker.py:772(pprint_val)
      659    0.001    0.000    0.004    0.000 transforms.py:343(xmin)
      570    0.001    0.000    0.003    0.000 text.py:1181(is_math_text)
     4094    0.001    0.000    0.002    0.000 sre_parse.py:207(match)
      491    0.001    0.000    0.005    0.000 lines.py:697(_transform_path)
     1270    0.001    0.000    0.002    0.000 font_manager.py:813(set_style)
      157    0.001    0.000    0.005    0.000 abc.py:86(__new__)
     1361    0.001    0.000    0.001    0.000 {numpy.core.multiarray.can_cast}
      209    0.001    0.000    0.001    0.000 {method 'format' of 'unicode' objects}
2336/2318    0.001    0.000    0.001    0.000 abstract.py:113(__eq__)
        1    0.001    0.001    0.005    0.005 interpolate.py:2(<module>)
     1102    0.001    0.000    0.002    0.000 backend_bases.py:1013(set_alpha)
      234    0.001    0.000    0.006    0.000 _base.py:734(get_xaxis_text2_transform)
       11    0.001    0.000    0.003    0.000 artist.py:1108(get_aliases)
     1824    0.001    0.000    0.001    0.000 artist.py:393(pickable)
       36    0.001    0.000    0.002    0.000 ticker.py:669(_compute_offset)
      112    0.001    0.000    0.001    0.000 spines.py:206(_adjust_location)
        1    0.001    0.001    0.001    0.001 __init__.py:88(<module>)
        1    0.001    0.001    0.022    0.022 rcsetup.py:15(<module>)
       11    0.001    0.000    0.247    0.022 _base.py:966(cla)
      442    0.001    0.000    0.001    0.000 function_base.py:2695(__init__)
      149    0.001    0.000    0.006    0.000 backend_tkagg.py:671(set_message)
        1    0.001    0.001    0.007    0.007 patches.py:3(<module>)
      165    0.001    0.000    0.008    0.000 colors.py:199(to_rgba_array)
        1    0.001    0.001    0.020    0.020 fontconfig_pattern.py:7(<module>)
        1    0.001    0.001    0.012    0.012 colorbar.py:20(<module>)
      178    0.001    0.000    0.002    0.000 ticker.py:502(__init__)
      755    0.001    0.000    0.001    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
       38    0.001    0.000    0.026    0.001 scale.py:338(transform_non_affine)
       33    0.001    0.000    0.048    0.001 axis.py:2054(get_tick_space)
     1744    0.001    0.000    0.001    0.000 lines.py:543(set_markevery)
     3460    0.001    0.000    0.001    0.000 {method 'split' of 'unicode' objects}
     4662    0.001    0.000    0.001    0.000 artist.py:778(get_rasterized)
     1925    0.001    0.000    0.005    0.000 core.py:1321(make_mask_descr)
        1    0.001    0.001    0.005    0.005 __init__.py:220(<module>)
        1    0.001    0.001    0.001    0.001 values.py:4(<module>)
        1    0.001    0.001    0.032    0.032 __init__.py:106(<module>)
      355    0.001    0.000    0.005    0.000 shape_base.py:236(hstack)
       36    0.001    0.000    0.003    0.000 ticker.py:737(_set_format)
        1    0.001    0.001    0.001    0.001 numeric.py:1(<module>)
      149    0.001    0.000    0.001    0.000 backend_bases.py:2868(_set_cursor)
        1    0.001    0.001    0.001    0.001 lapack.py:437(<module>)
        1    0.001    0.001    0.003    0.003 __init__.py:41(<module>)
      485    0.001    0.000    0.003    0.000 pyparsing.py:2791(parseImpl)
      350    0.001    0.000    0.007    0.000 text.py:271(update_from)
      686    0.001    0.000    0.001    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
       79    0.001    0.000    0.001    0.000 npydecl.py:307(_numpy_ufunc)
      183    0.001    0.000    0.001    0.000 Tkinter.py:1204(_register)
      116    0.001    0.000    0.002    0.000 __init__.py:333(connect)
      570    0.001    0.000    0.004    0.000 text.py:243(get_rotation)
    48/13    0.001    0.000    1.737    0.134 image.py:120(_draw_list_compositing_images)
     3996    0.001    0.000    0.001    0.000 collections.py:349(<genexpr>)
     1749    0.001    0.000    0.009    0.000 _methods.py:40(_all)
        1    0.001    0.001    0.001    0.001 _cm_listed.py:1(<module>)
      351    0.001    0.000    0.002    0.000 Tkinter.py:1161(_options)
        1    0.001    0.001    0.002    0.002 ivp.py:1(<module>)
     1205    0.001    0.000    0.001    0.000 font_manager.py:825(set_variant)
      571    0.001    0.000    0.001    0.000 axis.py:170(_set_labelrotation)
        1    0.001    0.001    0.001    0.001 <string>:1(RelfreqResult)
      266    0.001    0.000    0.010    0.000 markers.py:722(_set_tickdown)
        1    0.001    0.001    0.017    0.017 pyparsing.py:61(<module>)
       67    0.001    0.000    0.001    0.000 templates.py:653(decorate)
     2009    0.001    0.000    0.001    0.000 cycler.py:227(<genexpr>)
      686    0.001    0.000    0.001    0.000 functools_lru_cache.py:29(__init__)
      234    0.001    0.000    0.002    0.000 axis.py:391(apply_tickdir)
2460/1932    0.001    0.000    0.073    0.000 spines.py:161(_ensure_position_is_set)
     1230    0.001    0.000    0.001    0.000 text.py:247(set_rotation_mode)
      833    0.001    0.000    0.005    0.000 core.py:1541(_shrink_mask)
       82    0.001    0.000    0.002    0.000 numeric.py:2319(within_tol)
     1194    0.001    0.000    0.001    0.000 backend_bases.py:1167(get_hatch_path)
        1    0.001    0.001    0.008    0.008 httplib.py:67(<module>)
     2032    0.001    0.000    0.002    0.000 castgraph.py:51(get)
      131    0.001    0.000    0.012    0.000 mathtext.py:579(_get_info)
     4662    0.001    0.000    0.001    0.000 artist.py:799(get_agg_filter)
  210/146    0.001    0.000    0.002    0.000 abc.py:148(__subclasscheck__)
     2073    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
        1    0.001    0.001    0.044    0.044 figure.py:12(<module>)
       89    0.001    0.000    0.002    0.000 _base.py:3926(get_children)
      416    0.001    0.000    0.006    0.000 axis.py:1484(convert_units)
      602    0.001    0.000    0.049    0.000 lines.py:951(get_path)
      175    0.001    0.000    0.024    0.000 axis.py:1300(_copy_tick_props)
        1    0.001    0.001    0.003    0.003 dates.py:133(<module>)
     3141    0.001    0.000    0.001    0.000 {setattr}
        1    0.001    0.001    0.012    0.012 __init__.py:86(<module>)
     1208    0.001    0.000    0.001    0.000 {method 'join' of 'unicode' objects}
     2061    0.001    0.000    0.006    0.000 _methods.py:28(_amin)
     3355    0.001    0.000    0.001    0.000 path.py:266(should_simplify)
        1    0.001    0.001    0.001    0.001 _ode.py:39(<module>)
        2    0.001    0.000    0.002    0.001 __init__.py:15(<module>)
     3308    0.001    0.000    0.002    0.000 {method 'add' of 'set' objects}
      254    0.001    0.000    0.017    0.000 backend_agg.py:137(draw_path)
        1    0.001    0.001    0.001    0.001 transforms.py:30(<module>)
      394    0.001    0.000    0.003    0.000 artist.py:1137(get_valid_values)
      206    0.001    0.000    0.003    0.000 figure.py:421(_get_axes)
      108    0.001    0.000    0.001    0.000 mathtext.py:1652(hpack)
      694    0.001    0.000    0.003    0.000 transforms.py:364(ymax)
     3076    0.001    0.000    0.001    0.000 artist.py:719(get_visible)
     1274    0.001    0.000    0.007    0.000 fromnumeric.py:2840(round_)
