         5576685 function calls (5385459 primitive calls) in 33.586 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      180    0.000    0.000    0.000    0.000 templates.py:654(Template)
      508    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       27    0.000    0.000    0.001    0.000 font_manager.py:786(get_fontconfig_pattern)
       80    0.000    0.000    0.000    0.000 collections.py:386(set_hatch)
        8    0.000    0.000    0.016    0.002 axis.py:1636(set_ticks)
       30    0.000    0.000    0.001    0.000 base.py:127(_match)
        1    0.000    0.000    0.000    0.000 rk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_managers.py:5(<module>)
        2    0.000    0.000    0.006    0.003 widgets.py:274(__init__)
        1    0.000    0.000    0.000    0.000 tkCommonDialog.py:11(<module>)
       24    0.000    0.000    0.000    0.000 nrtopt.py:83(_prune_redundant_refct_ops)
        4    0.000    0.000    0.000    0.000 function_base.py:4568(meshgrid)
       96    0.000    0.000    0.000    0.000 instructions.py:497(add_incoming)
        1    0.000    0.000    0.000    0.000 <string>:1(DescribeResult)
       90    0.000    0.000    0.000    0.000 errors.py:230(_format_msg)
       44    0.000    0.000    0.000    0.000 _base.py:3148(get_ybound)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
    22/11    0.000    0.000    0.000    0.000 mathtext.py:1589(shrink)
      182    0.000    0.000    0.000    0.000 spines.py:158(get_path)
       62    0.000    0.000    0.000    0.000 mathtext.py:2539(__init__)
        1    0.000    0.000    0.000    0.000 types.py:200(IntType)
       12    0.000    0.000    0.001    0.000 itanium_mangler.py:220(prepend_namespace)
       89    0.000    0.000    0.000    0.000 models.py:48(get_argument_type)
        1    0.000    0.000    0.000    0.000 npytypes.py:146(NumpyNdIterType)
      132    0.000    0.000    0.000    0.000 axis.py:1447(_update_axisinfo)
       46    0.000    0.000    0.000    0.000 dis.py:178(findlinestarts)
        2    0.000    0.000    0.070    0.035 colorbar.py:1181(make_axes_gridspec)
        1    0.000    0.000    0.000    0.000 compat.py:3(<module>)
        6    0.000    0.000    0.000    0.000 codegen.py:127(_get_module_for_linking)
        1    0.000    0.000    0.001    0.001 nrtopt.py:3(<module>)
       59    0.000    0.000    0.000    0.000 linalg.py:197(_assertRankAtLeast2)
        4    0.000    0.000    0.000    0.000 backend_bases.py:1858(close_event)
      130    0.000    0.000    0.000    0.000 controlflow.py:497(incoming_blocks)
      312    0.000    0.000    0.000    0.000 pyparsing.py:3370(<genexpr>)
       40    0.000    0.000    0.000    0.000 rcsetup.py:652(__call__)
       62    0.000    0.000    0.001    0.000 _methods.py:31(_sum)
       48    0.000    0.000    0.000    0.000 instructions.py:483(__init__)
       28    0.000    0.000    0.000    0.000 pyparsing.py:2720(__str__)
       26    0.000    0.000    0.003    0.000 mathtext.py:2056(__call__)
        9    0.000    0.000    0.000    0.000 Tkinter.py:447(deletecommand)
        1    0.000    0.000    0.000    0.000 base.py:61(default_lapl)
        2    0.000    0.000    0.000    0.000 posixpath.py:82(split)
        1    0.000    0.000    0.001    0.001 artist.py:1(<module>)
        9    0.000    0.000    0.000    0.000 mathtext.py:3255(__init__)
     14/7    0.000    0.000    0.000    0.000 pickle.py:538(save_tuple)
       13    0.000    0.000    0.000    0.000 gridspec.py:129(__getitem__)
       23    0.000    0.000    0.000    0.000 values.py:330(__init__)
    35/12    0.000    0.000    0.004    0.000 pyparsing.py:3721(leaveWhitespace)
        2    0.000    0.000    0.000    0.000 {posix.open}
       73    0.000    0.000    0.000    0.000 typeinfer.py:1060(sentry_modified_builtin)
        8    0.000    0.000    0.000    0.000 {built-in method globalgetvar}
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        8    0.000    0.000    0.006    0.001 dataflow.py:26(run)
        1    0.000    0.000    0.000    0.000 c_lexer.py:16(CLexer)
       76    0.000    0.000    0.000    0.000 pyparsing.py:3554(__str__)
       71    0.000    0.000    0.000    0.000 ticker.py:293(set_locs)
      201    0.000    0.000    0.000    0.000 {intern}
        8    0.000    0.000    0.000    0.000 interpreter.py:68(__init__)
       16    0.000    0.000    0.001    0.000 pickle.py:220(dump)
      151    0.000    0.000    0.000    0.000 inspect.py:51(ismodule)
       41    0.000    0.000    0.000    0.000 fromnumeric.py:1534(nonzero)
      268    0.000    0.000    0.000    0.000 interpreter.py:210(code_locals)
       36    0.000    0.000    0.000    0.000 fromnumeric.py:2181(ptp)
    14/10    0.000    0.000    0.000    0.000 __init__.py:297(wrapper)
        1    0.000    0.000    0.000    0.000 object_file.py:1(<module>)
       72    0.000    0.000    0.000    0.000 numeric.py:1917(isscalar)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
       11    0.000    0.000    0.001    0.000 mathtext.py:620(get_xheight)
      101    0.000    0.000    0.000    0.000 __init__.py:392(__getitem__)
      220    0.000    0.000    0.000    0.000 typeinfer.py:96(defined)
       16    0.000    0.000    0.000    0.000 ir.py:522(__repr__)
       64    0.000    0.000    0.000    0.000 pyparsing.py:4208(__init__)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       34    0.000    0.000    0.000    0.000 base.py:413(get_argument_type)
       30    0.000    0.000    0.000    0.000 ffi.py:97(__bool__)
       11    0.000    0.000    0.001    0.000 decorator.py:201(create)
       30    0.000    0.000    0.001    0.000 base.py:107(_match_arglist)
       28    0.000    0.000    0.000    0.000 module.py:206(_dispose)
        1    0.000    0.000    0.669    0.669 lda.py:117(updateData)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4853(_makeTags)
      132    0.000    0.000    0.000    0.000 six.py:88(__init__)
       63    0.000    0.000    0.000    0.000 core.py:72(pointer)
        1    0.000    0.000    0.000    0.000 mathimpl.py:3(<module>)
      105    0.000    0.000    0.000    0.000 {divmod}
       32    0.000    0.000    0.000    0.000 fontconfig_pattern.py:156(_families)
       12    0.000    0.000    0.001    0.000 cpu.py:93(get_env_body)
      176    0.000    0.000    0.000    0.000 {numba.typeconv._typeconv.set_compatible}
       10    0.000    0.000    0.001    0.000 backend_tkagg.py:314(draw_idle)
       50    0.000    0.000    0.000    0.000 dataflow.py:246(op_LOAD_CONST)
       14    0.000    0.000    0.000    0.000 codegen.py:680(_pass_manager_builder)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        8    0.000    0.000    0.001    0.000 warnings.py:40(formatwarning)
     97/2    0.000    0.000    0.002    0.001 pyparsing.py:4161(streamline)
       24    0.000    0.000    0.000    0.000 posixpath.py:120(dirname)
      102    0.000    0.000    0.000    0.000 six.py:173(_add_module)
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
       23    0.000    0.000    0.000    0.000 mathtext.py:2813(start_group)
       70    0.000    0.000    0.000    0.000 rcsetup.py:216(validate_int)
        1    0.000    0.000    0.092    0.092 lda.py:449(_plot_GCV_Cp)
        8    0.000    0.000    0.000    0.000 markers.py:371(_set_circle)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        2    0.000    0.000    0.000    0.000 common.py:1(<module>)
      119    0.000    0.000    0.000    0.000 _util.py:173(check_random_state)
       13    0.000    0.000    0.000    0.000 _base.py:1248(set_aspect)
        8    0.000    0.000    0.000    0.000 typeinfer.py:255(__call__)
       48    0.000    0.000    0.000    0.000 figure.py:1280(<genexpr>)
      283    0.000    0.000    0.000    0.000 {numpy.core.multiarray.add_docstring}
       13    0.000    0.000    0.000    0.000 pythonapi.py:1156(borrow_none)
       15    0.000    0.000    0.000    0.000 transforms.py:402(width)
        1    0.000    0.000    0.000    0.000 functions.py:331(RecursiveCall)
      170    0.000    0.000    0.000    0.000 collections.py:169(get_transforms)
        1    0.000    0.000    0.092    0.092 _peak_finding.py:3(<module>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:1181(setResultsName)
       11    0.000    0.000    0.001    0.000 pythonapi.py:1018(object_getattr_string)
        1    0.000    0.000    0.000    0.000 path.py:13(<module>)
        1    0.000    0.000    0.004    0.004 _savitzky_golay.py:1(<module>)
        6    0.000    0.000    0.001    0.000 lowering.py:231(setup_function)
       36    0.000    0.000    0.000    0.000 __init__.py:2010(_check_1d)
        9    0.000    0.000    0.000    0.000 _base.py:214(_xy_from_xy)
       68    0.000    0.000    0.000    0.000 ticker.py:209(_mathdefault)
        1    0.000    0.000    0.000    0.000 static_getitem.py:1(<module>)
        6    0.000    0.000    0.000    0.000 interpreter.py:696(op_FOR_ITER)
       53    0.000    0.000    0.000    0.000 types.py:448(_wrap_packed)
        2    0.000    0.000    0.000    0.000 backend_bases.py:222(export)
       23    0.000    0.000    0.001    0.000 mathtext.py:2820(group)
       20    0.000    0.000    0.002    0.000 templates.py:176(_select)
        7    0.000    0.000    0.000    0.000 weakref.py:48(__init__)
       13    0.000    0.000    0.000    0.000 figure.py:846(_make_key)
      328    0.000    0.000    0.000    0.000 interpreter.py:218(code_cellvars)
        1    0.000    0.000    0.000    0.000 {posix.listdir}
       13    0.000    0.000    0.000    0.000 callconv.py:94(get_return_type)
       69    0.000    0.000    0.000    0.000 patches.py:247(set_antialiased)
       36    0.000    0.000    0.000    0.000 ticker.py:1564(__call__)
       17    0.000    0.000    0.000    0.000 models.py:125(contains_nrt_meminfo)
        1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:31(<module>)
        6    0.000    0.000    0.000    0.000 interpreter.py:302(op_UNPACK_SEQUENCE)
        4    0.000    0.000    0.004    0.001 figure.py:707(set_size_inches)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        3    0.000    0.000    0.001    0.000 random.py:100(seed)
       20    0.000    0.000    0.000    0.000 builtins.py:137(choose_result_int)
       17    0.000    0.000    0.000    0.000 backend_bases.py:3172(update)
        6    0.000    0.000    0.006    0.001 objmode.py:49(pre_lower)
        4    0.000    0.000    1.018    0.254 compiler.py:347(compile_extra)
       26    0.000    0.000    0.000    0.000 instructions.py:507(__init__)
       65    0.000    0.000    0.000    0.000 patches.py:460(set_hatch)
        6    0.000    0.000    0.042    0.007 lowering.py:218(create_cpython_wrapper)
       11    0.000    0.000    0.000    0.000 {method 'get_sfnt_table' of 'matplotlib.ft2font.FT2Font' objects}
       24    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 gridspec.py:185(__init__)
       15    0.000    0.000    0.000    0.000 ffi.py:171(__hash__)
        1    0.000    0.000    0.000    0.000 parallel.py:11(<module>)
       13    0.000    0.000    0.000    0.000 figure.py:865(fixlist)
        2    0.000    0.000    0.000    0.000 posixpath.py:380(_joinrealpath)
      106    0.000    0.000    0.000    0.000 {method 'write' of 'cStringIO.StringO' objects}
       46    0.000    0.000    0.000    0.000 rcsetup.py:898(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 builder.py:87(IRBuilder)
       12    0.000    0.000    0.000    0.000 dataflow.py:175(op_BUILD_LIST)
        1    0.000    0.000    0.000    0.000 plyparser.py:12(<module>)
       69    0.000    0.000    0.000    0.000 types.py:477(__eq__)
       13    0.000    0.000    0.000    0.000 typeinfer.py:1042(typeof_arg)
      177    0.000    0.000    0.000    0.000 collections.py:662(get_facecolor)
        8    0.000    0.000    0.000    0.000 _base.py:1944(update_datalim)
      2/1    0.000    0.000   25.742   25.742 pyplot.py:237(show)
        1    0.000    0.000    0.000    0.000 quadrature.py:1(<module>)
       21    0.000    0.000    0.000    0.000 utils.py:209(__setattr__)
      119    0.000    0.000    0.000    0.000 typeconv.py:42(set_unsafe_convert)
      159    0.000    0.000    0.000    0.000 UserDict.py:35(__getitem__)
        6    0.000    0.000    0.005    0.001 callwrapper.py:183(get_env)
       46    0.000    0.000    0.000    0.000 llvmthreadsafe.py:39(_patch_dispose)
       26    0.000    0.000    0.000    0.000 core.py:6547(getdoc)
        1    0.000    0.000    0.000    0.000 _testutils.py:4(<module>)
       43    0.000    0.000    0.000    0.000 {filter}
        4    0.000    0.000    0.001    0.000 backend_bases.py:1850(resize_event)
       26    0.000    0.000    0.000    0.000 transforms.py:231(yield_loops_with_multiple_backedges)
       16    0.000    0.000    0.000    0.000 ir.py:646(__init__)
        7    0.000    0.000    0.000    0.000 _base.py:1349(get_data_ratio)
        1    0.000    0.000    0.000    0.000 ascii.py:8(<module>)
        5    0.000    0.000    0.000    0.000 utils.py:451(total_ordering)
        6    0.000    0.000    0.000    0.000 cpu.py:130(post_lowering)
        1    0.000    0.000    0.000    0.000 test_dataset_swmr.py:1(<module>)
       16    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        2    0.000    0.000    0.063    0.032 figure.py:876(add_axes)
        4    0.000    0.000    0.001    0.000 npydecl.py:98(generic)
       13    0.000    0.000    0.000    0.000 mathtext.py:156(__init__)
       58    0.000    0.000    0.000    0.000 numpy_support.py:270(ufunc_can_cast)
      106    0.000    0.000    0.000    0.000 common.py:34(_is_shutting_down)
       16    0.000    0.000    0.000    0.000 pickle.py:173(__init__)
       51    0.000    0.000    0.000    0.000 controlflow.py:440(<lambda>)
       31    0.000    0.000    0.001    0.000 callconv.py:158(_get_arg_packer)
      100    0.000    0.000    0.000    0.000 ir.py:541(__init__)
       10    0.000    0.000    0.000    0.000 fontconfig_pattern.py:164(_property)
        2    0.000    0.000    0.001    0.000 transforms.py:150(_loop_lift_modify_blocks)
       36    0.000    0.000    0.000    0.000 ticker.py:1567(tick_values)
       26    0.000    0.000    0.000    0.000 pyparsing.py:2906(parseImpl)
        8    0.000    0.000    0.000    0.000 interpreter.py:116(init_first_block)
        2    0.000    0.000    0.002    0.001 subprocess.py:448(communicate)
